income,loan_amount,term,credit_history,defaulted
80677.35927950914,14151.794294885553,60,0.0,0
42798.11782423867,20677.96319361604,36,1.0,1
34187.11323534555,,60,1.0,1
49735.83543820633,24374.102864739736,60,1.0,1
53003.0484211965,12626.991840530187,60,1.0,0
71695.44733247708,14744.668757532832,36,1.0,0
21535.63666513325,5899.370846674299,60,0.0,1
79531.90575029104,11164.779601022867,60,0.0,1
,21789.109798584745,60,0.0,1
44316.14074094644,25693.49694128939,36,1.0,0
33782.12124531699,8593.906768720468,60,,0
22212.57990641615,12445.214445082634,60,1.0,0
66817.07051131446,15841.565458246438,60,1.0,1
53319.72340939127,17680.96695291764,36,1.0,0
28780.70380466103,11142.378880470123,60,0.0,0
28688.58210285491,18544.36626678454,60,1.0,1
45955.87541277769,13156.963917574503,60,1.0,0
82042.38745520907,15913.286374730325,36,1.0,0
47327.35567545511,19277.7054880222,60,1.0,0
24943.426843874087,16038.533618865627,60,0.0,1
47576.624846453,13381.684656840589,60,1.0,0
47090.97574454193,15342.341176445016,36,1.0,1
8000.0,15469.822244767987,36,0.0,1
51022.69240267938,13779.933820707234,60,1.0,0
47843.1784562438,14447.223623997386,36,1.0,0
64531.71456664153,25591.883023028302,36,1.0,1
85281.20970901621,19365.516687647432,36,0.0,0
,14227.118091825037,60,,0
47160.003570013054,20181.726427064415,60,1.0,1
32082.533642649934,13997.08306146394,36,1.0,0
98320.47645849749,23038.747825519848,36,1.0,0
53065.93181226079,18217.853153188564,36,1.0,0
52250.72725443303,15356.187135974627,60,1.0,0
,18686.301554861668,60,1.0,0
55565.525693821386,6574.743087589004,36,1.0,0
49401.51258536903,9239.39518654117,36,,0
41674.083876155746,8836.449961605667,36,1.0,0
42156.53905767294,16857.65856858224,36,,1
51410.44113611203,26395.089996910552,60,1.0,1
42218.35411959223,29387.800877155794,36,1.0,0
39168.77591181104,,60,1.0,0
53915.744098454146,19005.066849666742,36,1.0,0
47410.41008642461,5193.653595083566,36,1.0,0
79071.87379448839,,36,0.0,1
8000.0,11273.297488550566,36,1.0,1
71647.12333460432,12274.914410493304,36,1.0,1
74429.53346495732,,60,0.0,1
14678.975816653307,13167.456533817236,36,0.0,1
45831.62330655372,4124.2011377452745,36,1.0,0
45314.06441207575,20487.461536705203,36,1.0,1
26664.789495079218,9563.541845561162,60,1.0,0
,17435.481184666896,60,1.0,1
32009.63478161508,28444.49601849984,60,,1
,10483.69245048146,60,1.0,1
68842.2110766543,1000.0,36,1.0,0
74887.99170989485,14283.974668719335,36,1.0,1
64990.09715277823,22605.757809991424,36,,1
31677.068118089875,27750.084725323562,60,1.0,1
,8622.7024332855,36,1.0,1
60808.74210210252,18980.19533941913,36,1.0,0
30001.699439944983,13208.13725931968,60,0.0,0
64833.971743102986,15364.309874175186,60,1.0,0
47674.14283315357,31866.06008210221,60,1.0,1
45253.22546410724,6982.17802962908,36,1.0,0
64797.27942766285,17522.43796896744,36,0.0,1
59996.73960674871,18806.1590305926,60,1.0,1
45502.60901525656,22514.717949636084,36,0.0,1
72867.93646055646,16587.898920825373,60,,0
32540.86010320185,17848.303237024615,60,1.0,1
63086.84092499675,13650.108595469253,36,1.0,1
62675.8226434309,17614.761647470645,60,,0
46428.164092348175,13940.846347015537,60,,0
57870.39440035813,19729.431339136303,60,,0
29479.955625064547,13782.337983738196,36,1.0,1
68632.48634572422,18262.60236341312,60,1.0,0
48671.761544026194,15824.42311789013,60,1.0,0
42590.98563065729,22756.30150463301,60,1.0,0
,15691.637658469082,60,0.0,0
39321.81357023033,5361.8051907587105,60,1.0,0
26647.696665455926,23571.529004283948,60,,1
23980.674876569734,10565.606194824286,60,1.0,0
,12077.40196810708,36,1.0,1
28952.271655066903,12426.032235739047,36,1.0,1
83586.29527571856,24246.628559024903,60,0.0,1
14525.270658093003,3185.954716127828,36,1.0,0
82536.21462922069,34826.49120195996,36,1.0,0
55798.31440964713,22336.34085439631,60,1.0,0
50259.16398633294,17339.43348477496,36,0.0,1
42191.4564374389,15670.635996302282,60,1.0,1
59184.45005833727,,60,1.0,0
51322.57535635273,19126.73457027603,60,0.0,0
71859.43387629738,19871.29351570034,60,1.0,0
54056.09767591672,19333.62679602069,60,0.0,1
,16537.48408753149,36,1.0,0
45454.9801801506,14815.969478156043,60,1.0,0
50974.97877302078,15092.36029807893,36,1.0,0
57540.43184005706,14830.550317883914,60,1.0,0
21216.96893218074,22802.620581202387,60,1.0,1
27732.662402097165,19561.34033368517,60,,1
65378.75369240887,1000.0,36,0.0,1
55075.577886302955,19935.404659178566,60,1.0,0
48688.29994565177,17168.417168312648,60,1.0,0
52331.81079517708,15887.747461324616,60,1.0,0
58256.47069651008,13668.889281466685,60,1.0,0
42284.32575443149,22744.67631991608,36,1.0,0
37990.514942758375,21685.158772737148,60,1.0,0
55525.21459175827,,36,1.0,1
34389.290002929425,18442.31372274721,60,1.0,0
59348.54960286049,10170.059592752285,36,1.0,0
21353.495123718872,7722.291011266418,36,0.0,0
70524.80147186159,,60,1.0,1
60506.754683434774,21174.360834296553,60,0.0,1
56608.53521764976,21718.75027225652,36,0.0,1
69688.43771101924,19078.512520583758,60,1.0,1
81978.54000032638,20350.57472108798,60,1.0,0
70258.66117032635,19097.06972268975,60,1.0,0
18864.263836030383,12151.110428662287,36,1.0,0
28967.614598757373,18591.535268043644,60,1.0,0
40753.26560147778,20802.457151366092,60,,1
,,60,0.0,0
,23133.480228847857,36,0.0,0
38936.61136323762,20249.823083206382,60,1.0,0
55361.80176058741,18108.689245249498,36,0.0,1
38403.107217640194,22420.901429898564,60,1.0,1
40992.67954614493,15840.87244450564,36,1.0,0
26680.100256732,10708.752092633693,60,1.0,0
,15021.598216337417,60,0.0,1
27669.677098905995,11530.584131161306,36,1.0,0
34434.281446408015,11948.93035015371,36,1.0,0
70965.55233894111,,36,1.0,0
34910.82000102503,,60,,0
99382.87716707303,14152.230822165759,60,0.0,1
60879.722215856,4638.311998277286,60,0.0,0
55327.05022650773,17279.76224423763,60,1.0,0
,16007.232852173345,36,1.0,0
64605.57782936184,11097.468213590855,60,1.0,0
41638.519127720065,19955.47401059443,60,1.0,0
54196.176663616505,21625.42082575935,60,1.0,1
98081.52168883831,,60,1.0,0
50270.921804956306,11423.651328602715,60,1.0,0
72686.91987314216,11385.14590127621,60,1.0,1
39342.82434773403,10360.581393346813,60,1.0,0
51370.20717105469,20976.849051590492,36,1.0,1
83874.41144143918,14837.04316736318,60,0.0,1
40714.59295982019,14412.910952136335,60,0.0,1
84624.07404394471,,60,1.0,0
64739.53483819856,19812.508181255358,60,1.0,0
41875.59803390318,8564.449630879164,36,0.0,0
63383.339302999375,16359.59578159797,36,0.0,0
,17664.26162774915,36,1.0,0
63192.579319909535,24163.951575031904,36,,0
23735.955041971785,8147.077605285328,36,1.0,1
38911.53083515236,1000.0,36,0.0,0
47544.66456007292,,60,1.0,0
50660.19827619917,,36,1.0,0
63172.097755912204,23433.678117636624,36,1.0,0
55198.618016798566,17257.956491647754,60,,1
27963.80154321818,13050.182886207716,36,0.0,0
58843.561318107335,20842.735579823864,60,1.0,0
62990.54341510882,10158.722801773187,60,1.0,0
62076.22806275872,18858.146616137317,36,1.0,0
71454.05305998318,,60,1.0,0
67010.59878188027,22361.25944499328,36,1.0,0
60265.24142611186,,36,1.0,1
,18354.4958030726,60,1.0,0
22102.703196712155,12946.218245755008,60,1.0,1
59733.12794438654,,36,1.0,0
55738.378368936,5385.54457066529,60,0.0,1
56888.41906951672,11831.721213465651,60,1.0,0
29018.52563523443,13544.305371321376,36,1.0,1
32540.982272651276,12855.469612392444,36,1.0,0
70956.75135999227,16914.129232202333,60,0.0,0
51288.00723058021,,36,,0
64267.01255270724,22726.18400394683,36,1.0,0
52509.7307703483,16001.242389509183,36,1.0,0
52535.61051092341,15944.198073168314,36,,0
,14032.631700922493,36,1.0,0
42711.19489208727,16931.144103153874,36,0.0,1
53730.1739849377,20950.58958800581,36,1.0,0
43679.04480330924,,60,1.0,0
44179.06790621832,12051.30106554846,36,0.0,1
46434.90177756449,14177.643827340013,60,1.0,0
,7924.774459160711,60,1.0,0
43382.52481005741,11084.452841671013,60,1.0,0
74603.61026032337,13142.674758732046,36,1.0,0
35897.06856004893,21246.335084276365,36,,1
48636.31040509554,17575.36797401155,60,1.0,0
44084.84095106485,,36,0.0,1
78045.60191836719,21105.38777300783,60,1.0,0
,15175.769269603621,36,1.0,0
70573.20171043543,18342.789099573336,36,1.0,0
25259.913285334504,15380.669482405023,60,0.0,1
56806.90478564666,17592.17409639777,60,,0
68013.35432122186,12503.448054330507,60,0.0,0
53481.11180695763,1367.0970503414246,36,0.0,0
,,60,1.0,1
42688.8078981933,,36,1.0,0
77368.25392334044,21557.292413449555,36,1.0,0
93380.1662251465,21792.384907547024,36,1.0,0
45468.905912086135,23416.784330837305,60,1.0,0
43980.95461478611,16531.945545768624,60,1.0,0
78160.92058811862,17183.894244433573,60,1.0,0
80432.29862315282,12294.0886273939,36,0.0,0
42588.519511241175,14103.562863837702,36,1.0,0
44436.63729227457,19694.626898626848,60,1.0,0
46927.877040510866,23223.306623012897,36,1.0,1
27799.890801383015,15163.322345914003,36,1.0,1
35464.26496328443,13298.86441089153,60,1.0,0
33925.466198462775,16003.167753139584,60,1.0,0
38179.643828125685,19607.24049357469,60,1.0,0
,7336.87110319875,36,0.0,1
56215.86518565737,2222.9142811765705,36,1.0,0
79909.00887065339,12696.7789030505,36,1.0,1
34029.62726670176,8675.725444515048,36,1.0,0
69717.80317257851,12951.158814116134,36,,1
48148.20080394084,15113.318087095171,60,1.0,0
51109.65322625621,13280.50954586192,36,1.0,1
64146.75085899887,24714.805206824472,36,1.0,0
31791.003611878627,17960.46858761392,36,1.0,0
58883.37543131291,17802.84615766497,60,,0
54996.13974783501,19733.242864260414,60,1.0,1
60864.122752146686,9167.001293315385,60,1.0,0
57205.035590340725,22234.670724521613,36,1.0,1
96195.40251839609,15545.414280787241,60,0.0,1
40520.680283476315,,60,1.0,1
42442.05480996728,9568.856601759067,60,1.0,0
40783.47052435424,6677.447403903614,36,,0
42001.41185511542,,60,1.0,0
40527.03170848268,18258.4571565851,36,1.0,1
73402.29755993593,10587.690673854937,36,0.0,1
77569.07646381739,10782.021512351834,60,0.0,1
41726.566712509426,22752.608706488616,36,1.0,0
37017.59968412388,8863.528642796033,60,1.0,0
60485.480014955276,25856.03771953578,36,1.0,0
42059.98520294252,10596.275592112786,60,1.0,0
63392.77271959919,19830.351553650296,60,0.0,0
55652.61437532339,14028.289145506093,60,1.0,0
24716.605930049824,19619.124586494057,36,1.0,0
79855.09362394111,12735.315987314843,60,0.0,1
,15023.242563566235,36,1.0,1
,16245.515052374327,60,1.0,0
45021.371921152284,9986.875265311162,36,1.0,0
57145.57703304829,,36,1.0,0
58020.22221976645,12920.718601170489,60,1.0,0
63853.79690811095,14628.400507959888,60,1.0,1
,10033.903752348928,60,1.0,0
48814.94990510711,1000.0,60,0.0,0
37630.649598307835,14853.833424398987,60,1.0,0
27172.25389573851,30475.692529677493,36,1.0,1
38843.25928104546,20707.625727388142,60,1.0,1
51403.71448827165,15884.437721593633,60,1.0,0
84302.04154332017,14422.655024750395,36,1.0,1
42682.996617348916,16134.795356872279,60,1.0,0
56028.183129500176,19282.71469105126,60,0.0,1
51704.387870690465,8915.12310814693,36,1.0,0
73391.07892206551,22685.930168013234,60,1.0,1
97484.78366572519,20292.287892647466,60,0.0,1
42444.36208743423,20309.114354247606,60,1.0,0
43190.090034672,18630.854432858363,36,1.0,0
70794.8957872433,16117.699946163939,60,1.0,1
64274.046813273606,,36,1.0,1
85240.7318632486,19550.88480244827,60,0.0,0
,13875.755734353857,36,,0
45532.74236583293,12558.389362618595,60,1.0,0
62631.78695246157,16611.13777157192,36,1.0,0
71956.66445049233,25294.120908971126,36,1.0,1
66768.67926155255,8565.357546076595,36,0.0,1
61130.93255993136,7194.84840548536,36,0.0,1
71200.14441260477,16988.5650474191,36,1.0,0
73047.3206280221,,36,1.0,0
76878.86183867548,,60,1.0,0
63676.777976613565,17463.719187451003,60,1.0,0
48991.87455429662,14660.78647219117,36,1.0,0
54640.84635579981,24939.180631612493,36,1.0,1
73717.16139715043,6394.576129140907,36,1.0,0
37295.15792222975,,36,1.0,0
58636.11955971222,15380.471439105715,60,1.0,0
44919.901378107505,,36,,0
52517.40681282672,14944.873573407573,60,0.0,1
75012.13352693137,25968.820994368107,60,1.0,0
55439.78322435826,16125.31892977577,36,0.0,1
52835.85786681068,17384.2054343121,36,0.0,1
27522.589462361455,8439.011408964518,60,1.0,0
65432.564188489974,12301.831551763134,60,1.0,0
63618.71526053936,,36,1.0,1
90938.58501949828,14093.709419462595,36,1.0,0
46459.99177084598,23689.862770022613,36,1.0,1
55944.7058979509,19346.14636435075,60,0.0,1
56488.90630679359,9331.252258377808,60,1.0,0
80394.15903574254,17479.02867059203,36,,0
,18989.330490980712,60,1.0,0
57022.38746386611,22840.894231127597,60,1.0,0
62942.1371748977,25483.244119410243,36,1.0,0
,,36,1.0,1
43964.19493809049,11134.85493273797,60,1.0,0
55493.61987216954,8454.532846512302,60,1.0,0
71325.37149747589,14595.880845358111,36,1.0,1
33522.72461060091,18798.150246678008,36,1.0,0
54393.45413464377,21924.00709953461,36,1.0,1
39397.82533109488,15544.293858144863,36,1.0,1
73510.83932064717,14080.914860470937,36,,1
24582.635713892054,,60,,1
41939.40674911141,10989.14259021986,60,0.0,0
58789.813751161375,28537.23233016864,60,1.0,0
80179.43252621812,6354.0338372916485,60,0.0,0
50816.49530068622,17108.443473374347,36,0.0,1
42006.40851952243,28141.637315377837,36,1.0,0
85860.82724993062,16040.799067359987,36,1.0,0
25935.74979250761,14859.765789991034,60,1.0,1
12421.492780838526,13855.327463137437,60,0.0,1
,14917.649909425552,60,,0
42963.023961653,24237.090848059182,36,,1
33617.809291647165,2728.828532022959,60,1.0,0
64750.41605138836,25200.602207777953,36,1.0,1
56388.41284788158,7456.25708529913,36,1.0,0
41846.58464673889,,36,,0
28954.5208239239,13424.533478208028,36,1.0,1
67704.2319090426,19531.31961862432,36,1.0,0
63703.6212032559,6411.253888697514,36,1.0,1
50214.83445197111,18773.035996491657,60,1.0,0
85239.46592885799,28145.857739721116,36,1.0,0
32738.474206129253,7820.955972443137,36,0.0,0
,17138.237005662373,60,0.0,1
39545.6547421376,12028.106933220346,36,1.0,1
51179.45170560104,18555.323237158216,60,0.0,1
,16114.886664494512,60,0.0,1
47657.75095858606,12151.078545734143,60,0.0,1
58336.99713725734,18927.233709226442,36,0.0,0
29472.290364572007,26826.08865872046,36,1.0,0
77987.76287331867,14854.577249636208,60,,1
50521.27878893376,20318.54765288909,36,1.0,0
72111.3249685863,8240.362252773019,36,1.0,0
58169.05623479867,,60,1.0,0
60221.55794476811,18834.437667282265,60,1.0,0
62255.811044179674,24904.69617121579,36,1.0,0
60058.75408031167,18133.68009271396,60,,1
63569.00967761579,14121.651816861075,60,0.0,1
,15995.748432540124,60,1.0,1
55537.381054626465,,36,1.0,0
64762.06763659322,19627.0919581322,36,1.0,0
50384.75750282992,21293.998373940456,36,1.0,0
,13287.458003001517,60,1.0,1
39824.938562933145,13179.74711344299,36,1.0,0
84416.92779239468,17595.269377912293,60,0.0,0
51277.15688840182,13379.681583756428,36,1.0,0
26246.048161875133,15603.204312245065,36,1.0,1
,28598.330734999094,60,1.0,0
39741.07016545215,14517.84579552402,36,0.0,1
67131.58388179704,13849.959087872667,60,1.0,1
40252.768372556966,12114.749166189045,36,1.0,0
43968.698202133965,20465.15182899962,36,0.0,1
,14912.654960691381,60,1.0,1
43858.48625351662,12103.761770071444,60,0.0,1
8370.172120678777,23927.824193638073,60,1.0,1
,24517.618027081822,36,1.0,1
65687.46381059736,12397.458605567768,36,1.0,0
66144.40285571499,4800.760291836303,36,0.0,0
59658.236112129365,22045.08213902153,60,,0
34594.42942367417,11892.221045439976,60,0.0,1
,20743.75359497661,60,0.0,1
51935.15429636977,4179.377093728986,36,0.0,0
31149.43559453423,21355.584029795857,36,0.0,1
79061.16943180871,8732.968424315313,60,1.0,1
67792.52123036208,20384.58471439915,36,1.0,0
48022.64487106605,16085.638407018605,60,1.0,0
52483.945101901554,,36,1.0,0
,13557.782122439317,36,1.0,0
15248.77236836277,20117.910741740205,60,1.0,1
47550.80711462926,,36,1.0,1
39724.28353603963,19506.477882834904,36,1.0,0
33970.839821891524,27858.643507092915,60,0.0,0
46940.19472805281,6614.550329733693,60,1.0,0
84358.3574832914,,36,0.0,1
63535.17150280617,16626.13562513928,60,1.0,1
41718.77818390966,,36,1.0,0
,8018.118245566061,60,1.0,0
77188.39785854804,14865.277655337799,36,0.0,1
68643.40629242983,21529.900671546755,36,1.0,0
,,60,0.0,0
40355.13800129967,25066.929581484084,36,1.0,1
64568.01964504462,7292.945859690646,36,0.0,1
59082.73693759149,15927.466312923672,60,0.0,1
68113.47796049918,8485.639333521285,60,1.0,0
63433.09243027545,18181.79129574981,36,0.0,0
,21321.3243405838,60,1.0,1
42365.76619190977,13475.42923791368,60,1.0,0
75713.09318141786,1000.0,36,0.0,0
55556.7928844632,17193.688880778966,36,1.0,0
89354.69570725478,,60,0.0,1
39594.61927438778,,60,1.0,0
83247.34845697449,23414.693150932922,60,0.0,1
,9573.677922105708,36,1.0,0
40274.47593493993,20081.296632702695,36,,1
43290.05498702221,23155.04507486785,36,1.0,1
46233.74845250224,,36,1.0,0
59634.987035234495,17917.910955513864,36,1.0,0
,12974.921013953972,36,,0
41673.39992910558,15510.863961390125,36,1.0,0
51561.617339302305,18086.05890123002,60,1.0,0
90560.86645501354,13076.628615318687,60,0.0,1
,11945.75152503033,36,1.0,0
59853.82605413258,16204.914504928147,36,1.0,0
52684.062607027605,9476.524366823185,36,1.0,0
54160.563880928705,9485.049226688887,60,1.0,1
63043.3235091475,20076.23969773902,36,1.0,1
33589.733826428695,9107.235789048063,60,0.0,0
47367.222326379786,19997.875005455273,60,1.0,0
21965.48667020339,,60,0.0,1
59186.01620689503,5645.15962725642,60,1.0,0
63649.52691464934,11934.61208598607,60,1.0,0
43302.64367861127,23164.656418284234,36,1.0,0
80331.76173922059,10113.00681316191,36,1.0,0
29936.21806595786,13213.574426143674,60,1.0,1
25641.252156223236,18772.36535951138,36,0.0,1
56040.132734079496,20700.343055695572,60,1.0,0
70847.76944701879,14490.766683733025,60,0.0,1
,12414.938831850151,36,1.0,0
43740.08326835908,24534.219170191045,36,1.0,1
71416.25500176332,26433.39798278547,36,,0
51306.84754898727,21873.148304690774,36,,0
48892.70860106525,16511.908855390146,36,1.0,1
67905.8788747601,11150.405670154441,60,1.0,0
63741.811811441556,11017.333560660609,36,1.0,1
,19135.084631594545,36,0.0,1
78577.72629506612,18510.389325332104,36,0.0,1
76841.64437465413,24409.591557678577,60,1.0,0
40739.87137282847,19902.700555216834,36,1.0,1
59124.463601873365,6981.5181894410925,60,0.0,0
60892.5433530893,22311.68570633751,36,1.0,0
56692.12778483033,,36,0.0,1
42094.50723078244,13696.17236828589,60,1.0,1
39910.779377115075,17501.201237510166,36,1.0,0
51540.02672215398,27974.004938703787,36,1.0,1
73109.12234666856,34659.51133603217,60,1.0,0
61784.802782699786,19640.338354817097,36,,0
45328.942022450094,14900.820287677672,60,0.0,0
65890.5767916702,19207.0338908833,60,0.0,0
8000.0,21325.932555243016,60,1.0,1
,14075.99424665685,60,1.0,0
20685.151981994208,26771.268135473932,60,1.0,0
45476.06305474362,17380.424555148413,36,1.0,0
31845.94189672941,18986.458534548365,36,1.0,1
28695.733437023697,19995.545512326767,36,0.0,1
72894.88217281335,18529.519663686733,60,1.0,0
43581.378376385954,21033.643002817673,60,1.0,0
58237.06987115288,12296.48088071846,60,1.0,1
51155.429580174685,,60,1.0,0
60586.73489001619,9399.07460216983,36,0.0,0
53382.7940390846,18637.007383721357,36,1.0,0
28906.139964605747,20673.619021072685,60,1.0,1
69932.80275004852,18746.637196911313,60,1.0,1
43112.381503096374,26046.954600085224,36,0.0,0
23981.52582412448,15966.423887025721,60,0.0,1
44293.927102613576,20012.449933555075,60,0.0,1
,9449.794743164115,60,,0
67303.99135804287,13677.401785153594,36,1.0,0
45724.26158065854,20173.226545394664,36,1.0,0
45713.36132226828,21094.612664458866,60,1.0,1
46210.569078087115,14236.198314014906,36,,0
89381.46370409513,15570.404488851598,60,1.0,1
58874.83814016796,6892.757519915143,60,0.0,1
59740.749649439254,13857.824795160344,36,1.0,0
70545.10217257316,,60,1.0,0
56298.20486247724,19451.230096639396,60,0.0,1
47337.24137522734,19003.99432828726,36,0.0,1
,16298.642123085761,60,1.0,1
50711.17733054685,16042.378951769058,60,1.0,0
51329.99974282285,12038.073163159317,60,,1
65097.331785465634,20192.970521215208,36,0.0,1
52935.02594453139,18525.837666336338,60,1.0,1
65187.52138988043,18952.113087956794,36,1.0,0
,12843.790943994518,60,,0
53415.43342568963,3079.9424807725336,60,1.0,0
16032.387678422063,,60,0.0,1
68493.89814464467,13126.975263949575,60,1.0,1
,10823.345415741276,36,0.0,1
69964.18197747374,20160.873471483963,36,,1
8000.0,13647.924160485221,60,1.0,1
89590.7446860531,,60,0.0,0
49487.38669320687,19702.035697460185,60,1.0,0
71947.2907012753,20101.415939202867,60,0.0,1
33281.69331174044,7804.265732796794,60,1.0,0
63029.93029112626,23271.663912318403,60,0.0,1
33038.51986287419,17567.503187403137,60,1.0,0
40772.15870747551,13784.337164522782,60,1.0,0
86452.56436960216,16860.330804053505,36,0.0,0
,5342.58860261008,36,1.0,1
55913.79171723501,18451.916868884025,36,0.0,1
67661.21915239758,9823.77095090757,60,1.0,0
60922.273983506886,7883.978284938793,60,1.0,0
54707.540292584374,6865.844882692652,60,1.0,0
58569.29804439206,22676.130249939553,36,1.0,0
95261.48053428894,12224.419637843268,60,1.0,1
50962.86165339546,25202.366259498995,36,0.0,1
55619.78284086942,12785.191221686213,60,0.0,1
70911.77912813702,5755.8522544423195,36,1.0,0
71899.46679324372,9300.853360308045,36,1.0,0
73366.54550008684,23414.86972004163,36,1.0,1
63497.14399652532,15064.610932379996,60,1.0,0
31425.911570851295,12710.276221056394,36,1.0,0
81401.76758141973,16960.109355116725,60,1.0,0
31365.782925663618,19010.69641700527,60,1.0,0
57447.4383743026,22704.392895414763,60,,0
38423.03469965156,,60,1.0,1
50845.50976132613,13841.388125265486,60,0.0,1
57917.72338546265,8043.71388350777,36,1.0,0
57784.429878104915,,60,1.0,0
59594.573576235125,17561.68303949732,60,0.0,0
81046.80284305564,10217.446442736335,60,1.0,1
60163.61742725164,,60,1.0,0
47605.18056476832,18062.727289299313,60,1.0,1
69353.56902919043,15708.085890577293,36,1.0,0
73410.46880064353,16196.781972469518,36,1.0,0
29903.059327534134,,60,1.0,1
,14617.595714765395,36,1.0,0
,10454.601134390174,36,1.0,0
46643.85693952015,21341.19046674872,60,,0
,22211.496008342518,36,1.0,0
49298.999433414516,4922.872826571436,60,1.0,0
54260.37616248776,,36,1.0,0
,7020.824469459525,36,1.0,0
52280.422856466415,12099.85639355861,36,1.0,0
32267.04843588637,15499.372181257835,60,1.0,0
26079.084113302702,7302.128681808819,36,1.0,0
80701.0911380495,10468.84112124812,36,1.0,0
36754.6957302701,9976.25576751101,60,1.0,0
34154.93770978647,17243.603976393664,60,1.0,0
13238.97795513313,,36,,0
40498.68854158896,11669.57467997648,60,1.0,1
28184.38371866503,17060.925232836387,36,,0
81556.27288245465,12719.919492476409,36,1.0,0
70176.70760816742,14370.06933804368,60,0.0,1
39613.293786800976,26040.712541791225,60,1.0,0
92543.84449619756,24042.76631074209,60,1.0,0
69671.77876584869,8202.512578434415,36,1.0,1
46153.0350968448,20978.394507275047,60,1.0,0
8000.0,20868.37932694955,36,1.0,1
93236.96630663335,9110.420267484289,60,,1
26987.69559825527,20912.665862529164,36,0.0,1
22382.822554775947,25227.591510475315,60,1.0,1
70406.26777617352,9264.731162533517,36,1.0,0
95915.54331410691,,60,0.0,1
76916.91073318933,22105.968801061015,36,1.0,0
62150.364160942474,17628.971864953888,60,1.0,1
62705.57814997515,19308.857651437138,60,1.0,1
67361.48005804553,,36,0.0,1
65660.71461616177,18344.175525568866,60,1.0,1
,8041.167230133502,36,1.0,0
53875.61987113377,22283.90623972869,36,1.0,0
50873.3236978086,23017.53995456664,60,1.0,0
38428.63740039983,14623.655535591834,36,1.0,0
46947.84861639807,15739.138301116825,60,1.0,0
21526.77734448306,,60,1.0,1
50229.8867176945,19085.52853610701,36,1.0,0
,19432.344650284864,60,1.0,0
32135.392290116124,15626.853898004134,36,1.0,0
55238.094720762616,22746.120159223017,36,0.0,0
77056.04115420279,13995.536614120358,60,0.0,0
68529.69890804164,19387.6355553616,60,0.0,1
23730.989134782812,9882.013967847306,36,0.0,1
34186.69354173393,15858.687094754572,36,1.0,0
68933.88138378788,14953.874452582984,60,0.0,1
34315.22691631043,17351.84753224565,60,1.0,0
47956.60330005355,13782.83842699985,60,1.0,0
61900.937782441935,15211.164425969993,60,1.0,0
34569.79981245456,20956.28302864904,36,0.0,1
53896.75911062728,13379.414576570696,60,1.0,0
27987.54109147232,,36,1.0,1
41175.382408878155,26497.503425232524,36,1.0,1
57756.07481456567,24288.72447214292,60,1.0,0
,8246.42382936629,36,1.0,0
59928.54528328718,20138.246831471166,60,1.0,0
51646.51961931974,12982.151376691942,36,,0
61944.81917950866,17580.923291986357,60,1.0,1
56030.454413163905,17765.34477408096,36,0.0,1
76554.52773952919,14593.553198102069,36,1.0,1
54254.04104766233,11297.406006481622,60,0.0,0
44270.70025974545,,60,1.0,0
54201.35505458111,10502.848507112545,36,,0
61779.364522654985,11009.06675061733,36,1.0,0
52879.481265862676,15596.930259703868,60,1.0,0
52730.65044166988,11705.44006533549,36,1.0,0
39364.149619478405,20092.31239427572,60,1.0,0
40067.78348408293,24923.476932015565,36,1.0,1
26753.105107605516,12519.680551779742,60,1.0,0
83492.38137736492,17436.427003212262,36,0.0,1
29610.461762956867,,60,1.0,0
39527.70643967367,18832.013625515647,60,1.0,1
39068.66921975445,16455.731607496524,36,0.0,1
68108.63878499994,20456.094510158335,60,1.0,1
46690.9057907435,18893.493716083944,36,0.0,0
74459.3573081272,8574.025466036213,60,1.0,0
39877.16876361037,21214.93638633564,60,1.0,1
,21323.74502360045,60,,0
36963.753041324366,11420.283374928511,36,0.0,0
90612.68429992099,16227.627012685612,60,0.0,1
30623.22845746877,20099.973956866415,36,0.0,0
57576.7727840865,14744.11708252383,60,1.0,0
63407.98385677778,22437.868286596073,36,1.0,0
,30183.234967716166,36,1.0,0
48664.82214020125,11284.083804190106,36,1.0,0
49663.22740479833,7713.7323810773505,60,1.0,1
52788.60649562397,17822.911573629255,36,1.0,1
49353.963970687204,20329.375030756863,60,1.0,0
69349.82410230837,14614.801756931387,36,1.0,0
91789.41402864433,24719.563979926206,36,1.0,0
41965.14786985899,7968.365201660507,36,1.0,0
27343.5463675766,20157.511738189667,36,0.0,1
50410.923129677416,12364.83507544664,60,1.0,0
98434.76807777773,,36,0.0,1
37533.85777654484,27955.09211900871,36,1.0,0
81504.10249799321,11400.060473299913,60,1.0,0
82198.61465337593,12702.65718454852,36,1.0,0
42035.4116492561,21157.527321878813,36,1.0,0
62241.695425334954,13677.216101262911,36,,1
81311.13921631369,15727.53269240657,36,1.0,1
45175.70066222523,16152.33052325446,60,1.0,0
48335.55351815749,4481.961062814062,60,1.0,0
41529.74354892441,,36,1.0,0
33734.378847528395,11861.633355614957,60,1.0,0
40313.00418881187,13041.263065601368,60,,0
29969.07519827938,24661.792020812885,36,1.0,0
52613.50242866607,8460.958634324463,60,0.0,0
38140.48184094445,20879.231120487864,36,,1
